,id,img_loc,score,name,gender,age,city,state,zip
0,33584557_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33584557_3.jpg?Signature=vj1r3jxgcaI9iO6GgbFyijDQMRk%3D&Expires=1448486005&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.0695456177149,Milly,F,Young,San Francisco,CA,94121
1,32063799_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32063799_1.jpg?Signature=QB5IO9aGVcrVIV4CoX%2FeG0hnfpA%3D&Expires=1448486005&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.0795952111352,Scout,M,Young,San Francisco,CA,94141
2,32986950_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32986950_1.jpg?Signature=nQOY8Y8EaI%2Fq5UGTTRIGlpKFgZw%3D&Expires=1448486005&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.0842064950717,Fiona,F,Adult,Antioch,CA,94531
3,27657147_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/27657147_2.jpg?Signature=77fnnyJTGHfTIYW%2BeD3rvjzO6rE%3D&Expires=1448486005&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.0877192305214,Mason,M,Young,Lodi,CA,95241
4,33353104_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33353104_1.jpg?Signature=6XEXa2MYTjAn1%2FER35ayzLQMnF8%3D&Expires=1448486006&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.0929557664468,PAUL,M,Adult,San Jose,CA,95112
5,31971689_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/31971689_1.jpg?Signature=plEr08HnOMZ5N3y10HV8rT8mx6Y%3D&Expires=1448486006&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.0966003688329,Boomer,M,Adult,San Francisco,CA,94141
6,33566204_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33566204_3.jpg?Signature=kSK8ZId1fgOmeM%2BkAD%2FmKWOKlXc%3D&Expires=1448486006&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.0966316818987,Trixie needs a job!,F,Young,Valley Springs,CA,95252
7,33584596_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33584596_1.jpg?Signature=29SdOp%2FoaSwyT08Et54Xv0jMOJo%3D&Expires=1448486006&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.0983813743355,Alma,F,Young,San Francisco,CA,94121
8,32951355_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32951355_1.jpg?Signature=4vglShaV12i58PQjhHGUNw83uIU%3D&Expires=1448486006&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.100068171858,0806-1509,M,Young,Turlock,CA,95382
9,32910954_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32910954_2.jpg?Signature=hmc%2Bqa7m451lm9GZB0Beeribhhw%3D&Expires=1448486006&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.103597708846,Oliver,M,Baby,Monte Rio,CA,95462
