,id,img_loc,score,name,gender,age,city,state,zip
0,32677563_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32677563_1.jpg?Signature=aoCTyc0QQetYW0M7obcgcnCXIvo%3D&Expires=1448443580&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.13668366595,Bodie,M,Young,Sacramento,CA,95660
1,29924481_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/29924481_1.jpg?Signature=Jbjvrok5PT9rnpF9WtISJiG3Uf0%3D&Expires=1448443580&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.141694400488,Phoenix,M,Adult,Sacramento,CA,95660
2,33440367_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33440367_1.jpg?Signature=KAY7Ihyh8SKuMTEU1rBsDiNtVNw%3D&Expires=1448443581&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.143426056247,Koda,F,Young,Sacramento,CA,95660
3,32420604_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32420604_1.jpg?Signature=op3OCNhc1a35fzYeSAFjvdFsHEU%3D&Expires=1448443581&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.144014576423,Oliver,M,Senior,Sacramento,CA,95827
4,33466801_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33466801_1.jpg?Signature=Rj1Vhkp2bPIDh1EESqcSg3sx9X8%3D&Expires=1448443581&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.153514898301,Dallas,F,Adult,Dublin,CA,94568
5,32820680_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32820680_2.jpg?Signature=OU%2BYWX3MgX9A9ZwBnPqIcK5mTqY%3D&Expires=1448443581&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.157794702021,KIMBALL,M,Adult,Napa,CA,94558
6,33421629_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33421629_1.jpg?Signature=NM%2BqEXvc3foP%2FPQlgzmgUteK3tA%3D&Expires=1448443581&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.162275741878,Suzy,F,Adult,Santa Rosa,CA,95401
7,32755442_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32755442_1.jpg?Signature=ndQ6EJQuVGHGBOX7AzP%2BWuEe%2B14%3D&Expires=1448443581&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.162790471007,Celina,F,Young,Sacramento,CA,95827
8,32787778_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32787778_3.jpg?Signature=YdsWZ6zH%2BkTP5YAG4j%2F8uSAcmwY%3D&Expires=1448443581&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.163127283328,Dorothy,F,Senior,Sacramento,CA,95827
9,33591661_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33591661_1.jpg?Signature=0Ig2daIf%2BlYrF%2Br0%2FyhyjLgcA4I%3D&Expires=1448443581&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.163610466616,CLEO,F,Adult,Alameda,CA,94501
