,id,img_loc,score,name,gender,age,city,state,zip
0,32740291_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32740291_3.jpg?Signature=BIcAshAxiDTsT8k84H8JvOknsmg%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.102797635332,Max,M,Adult,Antioch,CA,94531
1,32572756_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32572756_3.jpg?Signature=u6PKf6gP%2Fiw9F8xg8is7IR3OQLc%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.107255181962,Romulus (Romy),M,Young,San Jose,CA,95118
2,32572768_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32572768_3.jpg?Signature=lrLIDqWoY4WdwPTae%2B3DILDoeec%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.107255181962,Remus (Remy),M,Young,San Jose,CA,95118
3,33194378_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33194378_1.jpg?Signature=l6%2Bax%2FRRnC5PsoORmLo%2BkfzEGNY%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.109535557588,Poco,M,Senior,Lodi,CA,95241
4,32001039_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32001039_1.jpg?Signature=UPKlbG1NcBvJnuLqcGaAlGqRdbE%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.116185513779,Sandy,F,Senior,Antioch,CA,94531
5,33651069_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33651069_1.jpg?Signature=URYTcwaEEypHmm87uP03U8HOZ%2Fo%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.116713687982,Tiny Tim,M,Adult,Oakdale,CA,95361
6,33664808_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33664808_2.jpg?Signature=cN%2BCrhKhhX19PvGYMhlpTALrg2M%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.117120651546,Russell,M,Young,Monterey,CA,93940
7,33194608_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33194608_2.jpg?Signature=C16siayw4SLekHB0uuxzDXIwRxA%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.11939694457,Teddy,M,Baby,Winters,CA,95694
8,33622760_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33622760_1.jpg?Signature=2JXETVFcP9trIZHCnl%2FIn9h6N8I%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.122047921925,Cayenne,F,Baby,Pleasanton,CA,94588
9,33616767_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33616767_2.jpg?Signature=2yk3Gy6KVcGsfytbbURm2rL%2FKD0%3D&Expires=1448614165&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.125618530156,Ralph,M,Baby,Los Banos,CA,93635
