,id,img_loc,score,name,gender,age,city,state,zip
0,32740291_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32740291_3.jpg?Signature=bFsP8l%2Bee%2FmH10fOiU9lvXq8GWg%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.102797635332,Max,M,Adult,Antioch,CA,94531
1,32572756_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32572756_3.jpg?Signature=whftEqX7BGOmx5oypRE3m29o9T8%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.107255181962,Romulus (Romy),M,Young,San Jose,CA,95118
2,32572768_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32572768_3.jpg?Signature=D6W49ch7Of0TT7rh%2Ff1%2FbhA2acM%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.107255181962,Remus (Remy),M,Young,San Jose,CA,95118
3,33194378_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33194378_1.jpg?Signature=4FY8eVIlMY%2FwIpZ3p543pikU8W4%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.109535557588,Poco,M,Senior,Lodi,CA,95241
4,32001039_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/32001039_1.jpg?Signature=%2FGZeRnUrMj3x7PcMUcdDUY9GDvE%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.116185513779,Sandy,F,Senior,Antioch,CA,94531
5,33651069_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33651069_1.jpg?Signature=GDSmn6lm5plWQKM2I4FM7wh%2F4Ww%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.116713687982,Tiny Tim,M,Adult,Oakdale,CA,95361
6,33664808_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33664808_2.jpg?Signature=YwXv80nIDfZc9qCFlE4p6z314Tg%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.117120651546,Russell,M,Young,Monterey,CA,93940
7,33194608_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33194608_2.jpg?Signature=u9qeEBR76yZH%2Bb%2BSAENEhCUT%2B2U%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.11939694457,Teddy,M,Baby,Winters,CA,95694
8,33622760_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33622760_1.jpg?Signature=5Qis%2BiBC%2B8QyKQhaGh7FU%2FQOkiw%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.122047921925,Cayenne,F,Baby,Pleasanton,CA,94588
9,33616767_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33616767_2.jpg?Signature=9DrLjSXxCeXYMlDC5r0bCvrZl7A%3D&Expires=1448613608&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.125618530156,Ralph,M,Baby,Los Banos,CA,93635
