,id,img_loc,score,name,gender,age,city,state,zip
0,31906595_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/31906595_1.jpg?Signature=2fpq9TJ%2F%2BhmnzAKhqotJ%2BkaVu2Q%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.147006177916,Ruby,F,Adult,Modesto,CA,95357
1,33431766_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33431766_1.jpg?Signature=BGYLgGVmWu9GZDM%2BmwJzidCfu2s%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.148021107114,Gordon Biersch,M,Young,Pittsburg,CA,94565
2,33623092_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33623092_1.jpg?Signature=0Zl14QDZqx%2BHl5Oudg%2FaW52%2BQQ4%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.149019160859,Romeo,M,Young,Antioch,CA,94531
3,24378186_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/24378186_2.jpg?Signature=OwNK0JmB%2BSU4A6FGVCGy1fsdxLI%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.158649657344,Lady,F,Adult,Cupertino,CA,95014
4,33492113_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33492113_2.jpg?Signature=VBeE%2BlIsPkjA5FXWfm1ympJSYVI%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.160963033503,Foxy A332896,F,Adult,San Francisco,CA,94103
5,33419576_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33419576_1.jpg?Signature=s9%2F8y9gDSED65KvwulNH9or3lRY%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.164983532213,Ingrid,F,Senior,San Francisco,CA,94141
6,28193807_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/28193807_2.jpg?Signature=l1N87cEJpDMnBIhz4R%2BdjsnR4jg%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.165467712807,Kringle,M,Adult,Tracy,CA,95376
7,33629461_1,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33629461_1.jpg?Signature=VwXonl1xHLRA2z%2FdZNyUEiqxTTY%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.16932528541,Puff,F,Senior,Santa Cruz,CA,95063
8,33262517_2,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33262517_2.jpg?Signature=YXOCC1rw0OMg3s43YJ8w3cGeGBY%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.169655862241,Tigger,M,Adult,Point Richmond,CA,94801
9,33217735_3,https://akiajrrhy72f4guygb7-1.s3.amazonaws.com/33217735_3.jpg?Signature=QVgFdb5DT1cEACFW8VJ7B6lohQY%3D&Expires=1448236069&AWSAccessKeyId=AKIAIA4SL4BMUUBAWR5Q,0.169708162167,Arie,M,Young,Walnut Creek,CA,94598
